T_amb_C,D_eff_lower,D_eff_nominal,D_eff_upper,D_TF_high,D_TF_low,D_TF_mean
23.7000000000,0.0002431821,0.0002559812,0.0002687803,0.0002867113,0.0002114208,0.0002496875
23.8000000000,0.0002430374,0.0002558288,0.0002686202,0.0002865575,0.0002112639,0.0002495327
23.9000000000,0.0002428926,0.0002556764,0.0002684602,0.0002864036,0.0002111070,0.0002493779
24.0000000000,0.0002427478,0.0002555240,0.0002683002,0.0002862497,0.0002109501,0.0002492232
24.1000000000,0.0002426030,0.0002553716,0.0002681402,0.0002860958,0.0002107931,0.0002490684
24.2000000000,0.0002424582,0.0002552192,0.0002679802,0.0002859419,0.0002106362,0.0002489136
24.3000000000,0.0002423135,0.0002550668,0.0002678201,0.0002857881,0.0002104792,0.0002487588
24.4000000000,0.0002421687,0.0002549144,0.0002676601,0.0002856342,0.0002103223,0.0002486040
24.5000000000,0.0002420239,0.0002547620,0.0002675001,0.0002854803,0.0002101653,0.0002484492
24.6000000000,0.0002418791,0.0002546096,0.0002673401,0.0002853264,0.0002100083,0.0002482944
24.7000000000,0.0002417343,0.0002544572,0.0002671801,0.0002851725,0.0002098513,0.0002481395
24.8000000000,0.0002415896,0.0002543048,0.0002670200,0.0002850186,0.0002096943,0.0002479847
24.9000000000,0.0002414448,0.0002541524,0.0002668600,0.0002848647,0.0002095373,0.0002478299
25.0000000000,0.0002413000,0.0002540000,0.0002667000,0.0002847108,0.0002093803,0.0002476751
25.1000000000,0.0002411400,0.0002538476,0.0002665552,0.0002845569,0.0002092233,0.0002475202
25.2000000000,0.0002409800,0.0002536952,0.0002664104,0.0002844029,0.0002090663,0.0002473654
25.3000000000,0.0002408199,0.0002535428,0.0002662657,0.0002842490,0.0002089092,0.0002472106
25.4000000000,0.0002406599,0.0002533904,0.0002661209,0.0002840951,0.0002087522,0.0002470557
25.5000000000,0.0002404999,0.0002532380,0.0002659761,0.0002839412,0.0002085951,0.0002469008
25.6000000000,0.0002403399,0.0002530856,0.0002658313,0.0002837873,0.0002084380,0.0002467460
25.7000000000,0.0002401799,0.0002529332,0.0002656865,0.0002836333,0.0002082810,0.0002465911
25.8000000000,0.0002400198,0.0002527808,0.0002655418,0.0002834794,0.0002081239,0.0002464363
25.9000000000,0.0002398598,0.0002526284,0.0002653970,0.0002833255,0.0002079668,0.0002462814
26.0000000000,0.0002396998,0.0002524760,0.0002652522,0.0002831715,0.0002078097,0.0002461265
26.1000000000,0.0002395398,0.0002523236,0.0002651074,0.0002830176,0.0002076526,0.0002459716
26.2000000000,0.0002393798,0.0002521712,0.0002649626,0.0002828636,0.0002074954,0.0002458167
26.3000000000,0.0002392197,0.0002520188,0.0002648179,0.0002827097,0.0002073383,0.0002456618
26.4000000000,0.0002390597,0.0002518664,0.0002646731,0.0002825557,0.0002071812,0.0002455070
26.5000000000,0.0002388997,0.0002517140,0.0002645283,0.0002824018,0.0002070240,0.0002453521
26.6000000000,0.0002387397,0.0002515616,0.0002643835,0.0002822478,0.0002068668,0.0002451971
26.7000000000,0.0002385797,0.0002514092,0.0002642387,0.0002820939,0.0002067097,0.0002450422
26.8000000000,0.0002384196,0.0002512568,0.0002640940,0.0002819399,0.0002065525,0.0002448873
26.9000000000,0.0002382596,0.0002511044,0.0002639492,0.0002817859,0.0002063953,0.0002447324
27.0000000000,0.0002380996,0.0002509520,0.0002638044,0.0002816320,0.0002062381,0.0002445775
27.1000000000,0.0002379396,0.0002507996,0.0002636596,0.0002814780,0.0002060809,0.0002444225
27.2000000000,0.0002377796,0.0002506472,0.0002635148,0.0002813240,0.0002059237,0.0002442676
27.3000000000,0.0002376195,0.0002504948,0.0002633701,0.0002811700,0.0002057665,0.0002441127
27.4000000000,0.0002374595,0.0002503424,0.0002632253,0.0002810160,0.0002056092,0.0002439577
27.5000000000,0.0002372995,0.0002501900,0.0002630805,0.0002808587,0.0002054486,0.0002437994
27.6000000000,0.0002371395,0.0002500376,0.0002629357,0.0002807046,0.0002052912,0.0002436443
27.7000000000,0.0002369795,0.0002498852,0.0002627909,0.0002805505,0.0002051338,0.0002434892
27.8000000000,0.0002368194,0.0002497328,0.0002626462,0.0002803963,0.0002049764,0.0002433341
27.9000000000,0.0002366594,0.0002495804,0.0002625014,0.0002802422,0.0002048189,0.0002431790
28.0000000000,0.0002364994,0.0002494280,0.0002623566,0.0002800881,0.0002046615,0.0002430239
28.1000000000,0.0002363394,0.0002492756,0.0002622118,0.0002799339,0.0002045041,0.0002428688
28.2000000000,0.0002361794,0.0002491232,0.0002620670,0.0002797798,0.0002043466,0.0002427136
28.3000000000,0.0002360193,0.0002489708,0.0002619223,0.0002796256,0.0002041892,0.0002425585
28.4000000000,0.0002358593,0.0002488184,0.0002617775,0.0002794715,0.0002040317,0.0002424034
28.5000000000,0.0002356993,0.0002486660,0.0002616327,0.0002793173,0.0002038742,0.0002422482
28.6000000000,0.0002355393,0.0002485136,0.0002614879,0.0002791632,0.0002037167,0.0002420931
28.7000000000,0.0002353793,0.0002483612,0.0002613431,0.0002790090,0.0002035592,0.0002419380
28.8000000000,0.0002352192,0.0002482088,0.0002611984,0.0002788548,0.0002034017,0.0002417828
28.9000000000,0.0002350592,0.0002480564,0.0002610536,0.0002787007,0.0002032442,0.0002416276
29.0000000000,0.0002348992,0.0002479040,0.0002609088,0.0002785465,0.0002030867,0.0002414725
29.1000000000,0.0002347392,0.0002477516,0.0002607640,0.0002783923,0.0002029291,0.0002413173
29.2000000000,0.0002345792,0.0002475992,0.0002606192,0.0002782381,0.0002027716,0.0002411621
29.3000000000,0.0002344191,0.0002474468,0.0002604745,0.0002780840,0.0002026140,0.0002410070
29.4000000000,0.0002342591,0.0002472944,0.0002603297,0.0002779298,0.0002024565,0.0002408518
29.5000000000,0.0002340991,0.0002471420,0.0002601849,0.0002777756,0.0002022989,0.0002406966
29.6000000000,0.0002339391,0.0002469896,0.0002600401,0.0002776214,0.0002021413,0.0002405414
29.7000000000,0.0002337791,0.0002468372,0.0002598953,0.0002774672,0.0002019837,0.0002403862
29.8000000000,0.0002336190,0.0002466848,0.0002597506,0.0002773130,0.0002018261,0.0002402310
29.9000000000,0.0002334590,0.0002465324,0.0002596058,0.0002771588,0.0002016685,0.0002400758
30.0000000000,0.0002332990,0.0002463800,0.0002594610,0.0002770046,0.0002015109,0.0002399206
30.1000000000,0.0002331390,0.0002462276,0.0002593162,0.0002768504,0.0002013533,0.0002397654
30.2000000000,0.0002329790,0.0002460752,0.0002591714,0.0002766962,0.0002011956,0.0002396101
30.3000000000,0.0002328189,0.0002459228,0.0002590267,0.0002765420,0.0002010380,0.0002394549
30.4000000000,0.0002326589,0.0002457704,0.0002588819,0.0002763877,0.0002008803,0.0002392997
30.5000000000,0.0002324989,0.0002456180,0.0002587371,0.0002762335,0.0002007226,0.0002391444
30.6000000000,0.0002323389,0.0002454656,0.0002585923,0.0002760793,0.0002005649,0.0002389892
30.7000000000,0.0002321789,0.0002453132,0.0002584475,0.0002759251,0.0002004072,0.0002388339
30.8000000000,0.0002320188,0.0002451608,0.0002583028,0.0002757708,0.0002002495,0.0002386787
30.9000000000,0.0002318588,0.0002450084,0.0002581580,0.0002756166,0.0002000918,0.0002385234
31.0000000000,0.0002316988,0.0002448560,0.0002580132,0.0002754624,0.0001999341,0.0002383681
31.1000000000,0.0002315388,0.0002447036,0.0002578684,0.0002753081,0.0001997764,0.0002382129
31.2000000000,0.0002313788,0.0002445512,0.0002577236,0.0002751539,0.0001996186,0.0002380576
31.3000000000,0.0002312187,0.0002443988,0.0002575789,0.0002749996,0.0001994609,0.0002379023
31.4000000000,0.0002310587,0.0002442464,0.0002574341,0.0002748454,0.0001993031,0.0002377470
31.5000000000,0.0002308987,0.0002440940,0.0002572893,0.0002746911,0.0001991453,0.0002375917
31.6000000000,0.0002307387,0.0002439416,0.0002571445,0.0002745369,0.0001989875,0.0002374364
31.7000000000,0.0002305787,0.0002437892,0.0002569997,0.0002743826,0.0001988297,0.0002372811
31.8000000000,0.0002304186,0.0002436368,0.0002568550,0.0002742283,0.0001986719,0.0002371258
31.9000000000,0.0002302586,0.0002434844,0.0002567102,0.0002740741,0.0001985141,0.0002369705
32.0000000000,0.0002300986,0.0002433320,0.0002565654,0.0002739198,0.0001983563,0.0002368152
32.1000000000,0.0002299386,0.0002431796,0.0002564206,0.0002737655,0.0001981984,0.0002366599
32.2000000000,0.0002297786,0.0002430272,0.0002562758,0.0002736112,0.0001980406,0.0002365045
32.3000000000,0.0002296185,0.0002428748,0.0002561311,0.0002734569,0.0001978827,0.0002363492
32.4000000000,0.0002294585,0.0002427224,0.0002559863,0.0002733027,0.0001977249,0.0002361938
32.5000000000,0.0002292985,0.0002425700,0.0002558415,0.0002731282,0.0001975464,0.0002360182
32.6000000000,0.0002291385,0.0002424176,0.0002556967,0.0002729737,0.0001973882,0.0002358626
32.7000000000,0.0002289785,0.0002422652,0.0002555519,0.0002728191,0.0001972300,0.0002357070
32.8000000000,0.0002288184,0.0002421128,0.0002554072,0.0002726645,0.0001970718,0.0002355513
32.9000000000,0.0002286584,0.0002419604,0.0002552624,0.0002725099,0.0001969136,0.0002353957
33.0000000000,0.0002284984,0.0002418080,0.0002551176,0.0002723554,0.0001967554,0.0002352400
33.1000000000,0.0002283384,0.0002416556,0.0002549728,0.0002722008,0.0001965972,0.0002350844
33.2000000000,0.0002281784,0.0002415032,0.0002548280,0.0002720462,0.0001964390,0.0002349287
33.3000000000,0.0002280183,0.0002413508,0.0002546833,0.0002718916,0.0001962807,0.0002347730
33.4000000000,0.0002278583,0.0002411984,0.0002545385,0.0002717370,0.0001961225,0.0002346174
33.5000000000,0.0002276983,0.0002410460,0.0002543937,0.0002715824,0.0001959642,0.0002344617
33.6000000000,0.0002275383,0.0002408936,0.0002542489,0.0002714278,0.0001958059,0.0002343060
33.7000000000,0.0002273783,0.0002407412,0.0002541041,0.0002712732,0.0001956476,0.0002341503
33.8000000000,0.0002272182,0.0002405888,0.0002539594,0.0002711186,0.0001954893,0.0002339946
33.9000000000,0.0002270582,0.0002404364,0.0002538146,0.0002709640,0.0001953310,0.0002338389
34.0000000000,0.0002268982,0.0002402840,0.0002536698,0.0002708094,0.0001951727,0.0002336832
34.1000000000,0.0002267382,0.0002401316,0.0002535250,0.0002706548,0.0001950144,0.0002335275
34.2000000000,0.0002265782,0.0002399792,0.0002533802,0.0002705001,0.0001948560,0.0002333718
34.3000000000,0.0002264181,0.0002398268,0.0002532355,0.0002703455,0.0001946977,0.0002332161
34.4000000000,0.0002262581,0.0002396744,0.0002530907,0.0002701909,0.0001945393,0.0002330604
34.5000000000,0.0002260981,0.0002395220,0.0002529459,0.0002700363,0.0001943809,0.0002329046
34.6000000000,0.0002259381,0.0002393696,0.0002528011,0.0002698816,0.0001942225,0.0002327489
34.7000000000,0.0002257781,0.0002392172,0.0002526563,0.0002697270,0.0001940641,0.0002325932
34.8000000000,0.0002256180,0.0002390648,0.0002525116,0.0002695723,0.0001939057,0.0002324374
34.9000000000,0.0002254580,0.0002389124,0.0002523668,0.0002694177,0.0001937473,0.0002322817
35.0000000000,0.0002252980,0.0002387600,0.0002522220,0.0002692630,0.0001935889,0.0002321259
35.1000000000,0.0002251380,0.0002386076,0.0002520772,0.0002691084,0.0001934304,0.0002319701
35.2000000000,0.0002249780,0.0002384552,0.0002519324,0.0002689537,0.0001932720,0.0002318143
35.3000000000,0.0002248179,0.0002383028,0.0002517877,0.0002687991,0.0001931135,0.0002316586
35.4000000000,0.0002246579,0.0002381504,0.0002516429,0.0002686444,0.0001929550,0.0002315028
35.5000000000,0.0002244979,0.0002379980,0.0002514981,0.0002684897,0.0001927966,0.0002313470
35.6000000000,0.0002243379,0.0002378456,0.0002513533,0.0002683350,0.0001926381,0.0002311912
35.7000000000,0.0002241779,0.0002376932,0.0002512085,0.0002681804,0.0001924795,0.0002310354
35.8000000000,0.0002240178,0.0002375408,0.0002510638,0.0002680257,0.0001923210,0.0002308796
35.9000000000,0.0002238578,0.0002373884,0.0002509190,0.0002678710,0.0001921625,0.0002307238
36.0000000000,0.0002236978,0.0002372360,0.0002507742,0.0002677163,0.0001920039,0.0002305680
36.1000000000,0.0002235378,0.0002370836,0.0002506294,0.0002675616,0.0001918454,0.0002304121
36.2000000000,0.0002233778,0.0002369312,0.0002504846,0.0002674069,0.0001916868,0.0002302563
36.3000000000,0.0002232177,0.0002367788,0.0002503399,0.0002672522,0.0001915282,0.0002301005
36.4000000000,0.0002230577,0.0002366264,0.0002501951,0.0002670975,0.0001913696,0.0002299446
36.5000000000,0.0002228977,0.0002364740,0.0002500503,0.0002669428,0.0001912110,0.0002297888
36.6000000000,0.0002227377,0.0002363216,0.0002499055,0.0002667881,0.0001910524,0.0002296329
36.7000000000,0.0002225777,0.0002361692,0.0002497607,0.0002666334,0.0001908938,0.0002294770
36.8000000000,0.0002224176,0.0002360168,0.0002496160,0.0002664787,0.0001907351,0.0002293212
36.9000000000,0.0002222576,0.0002358644,0.0002494712,0.0002663239,0.0001905765,0.0002291653
37.0000000000,0.0002220976,0.0002357120,0.0002493264,0.0002661692,0.0001904178,0.0002290094
37.1000000000,0.0002219376,0.0002355596,0.0002491816,0.0002660145,0.0001902592,0.0002288535
37.2000000000,0.0002217776,0.0002354072,0.0002490368,0.0002658597,0.0001901005,0.0002286976
37.3000000000,0.0002216175,0.0002352548,0.0002488921,0.0002657050,0.0001899418,0.0002285418
37.4000000000,0.0002214575,0.0002351024,0.0002487473,0.0002655503,0.0001897831,0.0002283858
37.5000000000,0.0002212975,0.0002349500,0.0002486025,0.0002653619,0.0001895898,0.0002281961
37.6000000000,0.0002211375,0.0002347976,0.0002484577,0.0002652069,0.0001894308,0.0002280399
37.7000000000,0.0002209775,0.0002346452,0.0002483129,0.0002650519,0.0001892718,0.0002278837
37.8000000000,0.0002208174,0.0002344928,0.0002481682,0.0002648968,0.0001891128,0.0002277275
37.9000000000,0.0002206574,0.0002343404,0.0002480234,0.0002647418,0.0001889537,0.0002275713
38.0000000000,0.0002204974,0.0002341880,0.0002478786,0.0002645868,0.0001887947,0.0002274151
38.1000000000,0.0002203374,0.0002340356,0.0002477338,0.0002644317,0.0001886356,0.0002272588
38.2000000000,0.0002201774,0.0002338832,0.0002475890,0.0002642767,0.0001884765,0.0002271026
38.3000000000,0.0002200173,0.0002337308,0.0002474443,0.0002641216,0.0001883174,0.0002269464
38.4000000000,0.0002198573,0.0002335784,0.0002472995,0.0002639666,0.0001881583,0.0002267901
38.5000000000,0.0002196973,0.0002334260,0.0002471547,0.0002638115,0.0001879992,0.0002266339
38.6000000000,0.0002195373,0.0002332736,0.0002470099,0.0002636565,0.0001878400,0.0002264777
38.7000000000,0.0002193773,0.0002331212,0.0002468651,0.0002635014,0.0001876809,0.0002263214
38.8000000000,0.0002192172,0.0002329688,0.0002467204,0.0002633463,0.0001875217,0.0002261651
38.9000000000,0.0002190572,0.0002328164,0.0002465756,0.0002631913,0.0001873625,0.0002260089
39.0000000000,0.0002188972,0.0002326640,0.0002464308,0.0002630362,0.0001872033,0.0002258526
39.1000000000,0.0002187372,0.0002325116,0.0002462860,0.0002628811,0.0001870441,0.0002256963
39.2000000000,0.0002185772,0.0002323592,0.0002461412,0.0002627260,0.0001868849,0.0002255400
39.3000000000,0.0002184171,0.0002322068,0.0002459965,0.0002625709,0.0001867257,0.0002253837
39.4000000000,0.0002182571,0.0002320544,0.0002458517,0.0002624159,0.0001865665,0.0002252274
39.5000000000,0.0002180971,0.0002319020,0.0002457069,0.0002622608,0.0001864072,0.0002250711
39.6000000000,0.0002179371,0.0002317496,0.0002455621,0.0002621057,0.0001862480,0.0002249148
39.7000000000,0.0002177771,0.0002315972,0.0002454173,0.0002619506,0.0001860887,0.0002247585
39.8000000000,0.0002176170,0.0002314448,0.0002452726,0.0002617954,0.0001859294,0.0002246022
39.9000000000,0.0002174570,0.0002312924,0.0002451278,0.0002616403,0.0001857701,0.0002244458
40.0000000000,0.0002172970,0.0002311400,0.0002449830,0.0002614852,0.0001856108,0.0002242895
40.1000000000,0.0002171370,0.0002309876,0.0002448382,0.0002613301,0.0001854515,0.0002241331
40.2000000000,0.0002169770,0.0002308352,0.0002446934,0.0002611750,0.0001852921,0.0002239768
40.3000000000,0.0002168169,0.0002306828,0.0002445487,0.0002610198,0.0001851328,0.0002238204
40.4000000000,0.0002166569,0.0002305304,0.0002444039,0.0002608647,0.0001849734,0.0002236641
40.5000000000,0.0002164969,0.0002303780,0.0002442591,0.0002607096,0.0001848140,0.0002235077
40.6000000000,0.0002163369,0.0002302256,0.0002441143,0.0002605544,0.0001846546,0.0002233513
40.7000000000,0.0002161769,0.0002300732,0.0002439695,0.0002603993,0.0001844952,0.0002231949
40.8000000000,0.0002160168,0.0002299208,0.0002438248,0.0002602441,0.0001843358,0.0002230385
40.9000000000,0.0002158568,0.0002297684,0.0002436800,0.0002600890,0.0001841764,0.0002228821
41.0000000000,0.0002156968,0.0002296160,0.0002435352,0.0002599338,0.0001840169,0.0002227257
41.1000000000,0.0002155368,0.0002294636,0.0002433904,0.0002597787,0.0001838575,0.0002225693
41.2000000000,0.0002153768,0.0002293112,0.0002432456,0.0002596235,0.0001836980,0.0002224129
41.3000000000,0.0002152167,0.0002291588,0.0002431009,0.0002594683,0.0001835385,0.0002222565
41.4000000000,0.0002150567,0.0002290064,0.0002429561,0.0002593132,0.0001833790,0.0002221000
41.5000000000,0.0002148967,0.0002288540,0.0002428113,0.0002591580,0.0001832195,0.0002219436
41.6000000000,0.0002147367,0.0002287016,0.0002426665,0.0002590028,0.0001830600,0.0002217872
41.7000000000,0.0002145767,0.0002285492,0.0002425217,0.0002588476,0.0001829005,0.0002216307
41.8000000000,0.0002144166,0.0002283968,0.0002423770,0.0002586924,0.0001827409,0.0002214742
41.9000000000,0.0002142566,0.0002282444,0.0002422322,0.0002585372,0.0001825813,0.0002213178
42.0000000000,0.0002140966,0.0002280920,0.0002420874,0.0002583820,0.0001824218,0.0002211613
42.1000000000,0.0002139366,0.0002279396,0.0002419426,0.0002582268,0.0001822622,0.0002210048
42.2000000000,0.0002137766,0.0002277872,0.0002417978,0.0002580716,0.0001821026,0.0002208483
42.3000000000,0.0002136165,0.0002276348,0.0002416531,0.0002579164,0.0001819430,0.0002206919
42.4000000000,0.0002134565,0.0002274824,0.0002415083,0.0002577612,0.0001817833,0.0002205354
42.5000000000,0.0002132965,0.0002273300,0.0002413635,0.0002575824,0.0001815994,0.0002203551
42.6000000000,0.0002131365,0.0002271776,0.0002412187,0.0002574271,0.0001814396,0.0002201984
42.7000000000,0.0002129765,0.0002270252,0.0002410739,0.0002572717,0.0001812798,0.0002200418
42.8000000000,0.0002128164,0.0002268728,0.0002409292,0.0002571163,0.0001811200,0.0002198851
42.9000000000,0.0002126564,0.0002267204,0.0002407844,0.0002569609,0.0001809601,0.0002197285
43.0000000000,0.0002124964,0.0002265680,0.0002406396,0.0002568056,0.0001808003,0.0002195718
43.1000000000,0.0002123364,0.0002264156,0.0002404948,0.0002566502,0.0001806404,0.0002194151
43.2000000000,0.0002121764,0.0002262632,0.0002403500,0.0002564948,0.0001804805,0.0002192584
43.3000000000,0.0002120163,0.0002261108,0.0002402053,0.0002563394,0.0001803206,0.0002191017
43.4000000000,0.0002118563,0.0002259584,0.0002400605,0.0002561840,0.0001801607,0.0002189450
43.5000000000,0.0002116963,0.0002258060,0.0002399157,0.0002560286,0.0001800008,0.0002187883
43.6000000000,0.0002115363,0.0002256536,0.0002397709,0.0002558732,0.0001798409,0.0002186316
43.7000000000,0.0002113763,0.0002255012,0.0002396261,0.0002557178,0.0001796809,0.0002184748
43.8000000000,0.0002112162,0.0002253488,0.0002394814,0.0002555624,0.0001795209,0.0002183181
43.9000000000,0.0002110562,0.0002251964,0.0002393366,0.0002554070,0.0001793610,0.0002181614
44.0000000000,0.0002108962,0.0002250440,0.0002391918,0.0002552516,0.0001792010,0.0002180046
44.1000000000,0.0002107362,0.0002248916,0.0002390470,0.0002550961,0.0001790409,0.0002178479
44.2000000000,0.0002105762,0.0002247392,0.0002389022,0.0002549407,0.0001788809,0.0002176911
44.3000000000,0.0002104161,0.0002245868,0.0002387575,0.0002547853,0.0001787209,0.0002175343
44.4000000000,0.0002102561,0.0002244344,0.0002386127,0.0002546298,0.0001785608,0.0002173776
44.5000000000,0.0002100961,0.0002242820,0.0002384679,0.0002544744,0.0001784008,0.0002172208
44.6000000000,0.0002099361,0.0002241296,0.0002383231,0.0002543189,0.0001782407,0.0002170640
44.7000000000,0.0002097761,0.0002239772,0.0002381783,0.0002541635,0.0001780806,0.0002169072
44.8000000000,0.0002096160,0.0002238248,0.0002380336,0.0002540080,0.0001779205,0.0002167504
44.9000000000,0.0002094560,0.0002236724,0.0002378888,0.0002538526,0.0001777603,0.0002165936
45.0000000000,0.0002092960,0.0002235200,0.0002377440,0.0002536971,0.0001776002,0.0002164368
45.1000000000,0.0002091360,0.0002233676,0.0002375992,0.0002535416,0.0001774400,0.0002162799
45.2000000000,0.0002089760,0.0002232152,0.0002374544,0.0002533862,0.0001772799,0.0002161231
45.3000000000,0.0002088159,0.0002230628,0.0002373097,0.0002532307,0.0001771197,0.0002159663
45.4000000000,0.0002086559,0.0002229104,0.0002371649,0.0002530752,0.0001769595,0.0002158094
45.5000000000,0.0002084959,0.0002227580,0.0002370201,0.0002529197,0.0001767993,0.0002156526
45.6000000000,0.0002083359,0.0002226056,0.0002368753,0.0002527642,0.0001766390,0.0002154957
45.7000000000,0.0002081759,0.0002224532,0.0002367305,0.0002526087,0.0001764788,0.0002153388
45.8000000000,0.0002080158,0.0002223008,0.0002365858,0.0002524532,0.0001763185,0.0002151820
45.9000000000,0.0002078558,0.0002221484,0.0002364410,0.0002522977,0.0001761582,0.0002150251
46.0000000000,0.0002076958,0.0002219960,0.0002362962,0.0002521422,0.0001759980,0.0002148682
46.1000000000,0.0002075358,0.0002218436,0.0002361514,0.0002519867,0.0001758376,0.0002147113
46.2000000000,0.0002073758,0.0002216912,0.0002360066,0.0002518312,0.0001756773,0.0002145544
46.3000000000,0.0002072157,0.0002215388,0.0002358619,0.0002516757,0.0001755170,0.0002143975
46.4000000000,0.0002070557,0.0002213864,0.0002357171,0.0002515201,0.0001753566,0.0002142406
46.5000000000,0.0002068957,0.0002212340,0.0002355723,0.0002513646,0.0001751963,0.0002140836
46.6000000000,0.0002067357,0.0002210816,0.0002354275,0.0002512091,0.0001750359,0.0002139267
46.7000000000,0.0002065757,0.0002209292,0.0002352827,0.0002510535,0.0001748755,0.0002137698
46.8000000000,0.0002064156,0.0002207768,0.0002351380,0.0002508980,0.0001747151,0.0002136128
46.9000000000,0.0002062556,0.0002206244,0.0002349932,0.0002507424,0.0001745546,0.0002134558
47.0000000000,0.0002060956,0.0002204720,0.0002348484,0.0002505869,0.0001743942,0.0002132989
47.1000000000,0.0002059356,0.0002203196,0.0002347036,0.0002504313,0.0001742337,0.0002131419
47.2000000000,0.0002057756,0.0002201672,0.0002345588,0.0002502757,0.0001740733,0.0002129849
47.3000000000,0.0002056155,0.0002200148,0.0002344141,0.0002501202,0.0001739128,0.0002128279
47.4000000000,0.0002054555,0.0002198624,0.0002342693,0.0002499646,0.0001737523,0.0002126709
47.5000000000,0.0002052955,0.0002197100,0.0002341245,0.0002497787,0.0001735604,0.0002124833
47.6000000000,0.0002051355,0.0002195576,0.0002339797,0.0002496230,0.0001733997,0.0002123262
47.7000000000,0.0002049755,0.0002194052,0.0002338349,0.0002494672,0.0001732390,0.0002121690
47.8000000000,0.0002048154,0.0002192528,0.0002336902,0.0002493115,0.0001730783,0.0002120119
47.9000000000,0.0002046554,0.0002191004,0.0002335454,0.0002491558,0.0001729176,0.0002118547
48.0000000000,0.0002044954,0.0002189480,0.0002334006,0.0002490000,0.0001727569,0.0002116975
48.1000000000,0.0002043354,0.0002187956,0.0002332558,0.0002488443,0.0001725961,0.0002115403
48.2000000000,0.0002041754,0.0002186432,0.0002331110,0.0002486886,0.0001724353,0.0002113831
48.3000000000,0.0002040153,0.0002184908,0.0002329663,0.0002485328,0.0001722745,0.0002112259
48.4000000000,0.0002038553,0.0002183384,0.0002328215,0.0002483770,0.0001721137,0.0002110687
48.5000000000,0.0002036953,0.0002181860,0.0002326767,0.0002482213,0.0001719529,0.0002109115
48.6000000000,0.0002035353,0.0002180336,0.0002325319,0.0002480655,0.0001717921,0.0002107543
48.7000000000,0.0002033753,0.0002178812,0.0002323871,0.0002479097,0.0001716312,0.0002105970
48.8000000000,0.0002032152,0.0002177288,0.0002322424,0.0002477540,0.0001714703,0.0002104398
48.9000000000,0.0002030552,0.0002175764,0.0002320976,0.0002475982,0.0001713094,0.0002102826
49.0000000000,0.0002028952,0.0002174240,0.0002319528,0.0002474424,0.0001711485,0.0002101253
49.1000000000,0.0002027352,0.0002172716,0.0002318080,0.0002472866,0.0001709876,0.0002099680
49.2000000000,0.0002025752,0.0002171192,0.0002316632,0.0002471308,0.0001708267,0.0002098108
49.3000000000,0.0002024151,0.0002169668,0.0002315185,0.0002469750,0.0001706657,0.0002096535
49.4000000000,0.0002022551,0.0002168144,0.0002313737,0.0002468192,0.0001705047,0.0002094962
49.5000000000,0.0002020951,0.0002166620,0.0002312289,0.0002466634,0.0001703437,0.0002093389
49.6000000000,0.0002019351,0.0002165096,0.0002310841,0.0002465076,0.0001701827,0.0002091816
49.7000000000,0.0002017751,0.0002163572,0.0002309393,0.0002463518,0.0001700217,0.0002090243
49.8000000000,0.0002016150,0.0002162048,0.0002307946,0.0002461959,0.0001698607,0.0002088670
49.9000000000,0.0002014550,0.0002160524,0.0002306498,0.0002460401,0.0001696996,0.0002087096
50.0000000000,0.0002012950,0.0002159000,0.0002305050,0.0002458843,0.0001695385,0.0002085523
50.1000000000,0.0002011350,0.0002157476,0.0002303602,0.0002457284,0.0001693774,0.0002083950
50.2000000000,0.0002009750,0.0002155952,0.0002302154,0.0002455726,0.0001692163,0.0002082376
50.3000000000,0.0002008149,0.0002154428,0.0002300707,0.0002454167,0.0001690552,0.0002080802
50.4000000000,0.0002006549,0.0002152904,0.0002299259,0.0002452609,0.0001688941,0.0002079229
50.5000000000,0.0002004949,0.0002151380,0.0002297811,0.0002451050,0.0001687329,0.0002077655
50.6000000000,0.0002003349,0.0002149856,0.0002296363,0.0002449491,0.0001685717,0.0002076081
50.7000000000,0.0002001749,0.0002148332,0.0002294915,0.0002447933,0.0001684105,0.0002074507
50.8000000000,0.0002000148,0.0002146808,0.0002293468,0.0002446374,0.0001682493,0.0002072933
50.9000000000,0.0001998548,0.0002145284,0.0002292020,0.0002444815,0.0001680881,0.0002071359
51.0000000000,0.0001996948,0.0002143760,0.0002290572,0.0002443256,0.0001679269,0.0002069785
51.1000000000,0.0001995348,0.0002142236,0.0002289124,0.0002441697,0.0001677656,0.0002068211
51.2000000000,0.0001993748,0.0002140712,0.0002287676,0.0002440139,0.0001676043,0.0002066636
51.3000000000,0.0001992147,0.0002139188,0.0002286229,0.0002438580,0.0001674430,0.0002065062
51.4000000000,0.0001990547,0.0002137664,0.0002284781,0.0002437020,0.0001672817,0.0002063487
51.5000000000,0.0001988947,0.0002136140,0.0002283333,0.0002435461,0.0001671204,0.0002061913
51.6000000000,0.0001987347,0.0002134616,0.0002281885,0.0002433902,0.0001669590,0.0002060338
51.7000000000,0.0001985747,0.0002133092,0.0002280437,0.0002432343,0.0001667976,0.0002058763
51.8000000000,0.0001984146,0.0002131568,0.0002278990,0.0002430784,0.0001666363,0.0002057188
51.9000000000,0.0001982546,0.0002130044,0.0002277542,0.0002429224,0.0001664748,0.0002055614
52.0000000000,0.0001980946,0.0002128520,0.0002276094,0.0002427665,0.0001663134,0.0002054039
